catcode,cmte_id,catorder,catname,industry,sector,newsletter,source,confidence,reasoning,model
,C00922393,,SHELLY FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,Name is a candidate committee ('FOR CONGRESS').,gpt-4.1
,C00922419,,BLAKE4CONGRESS2026,Candidate Committees,Candidate,,llm_inferred,high,Name is a candidate committee ('4CONGRESS2026').,gpt-4.1
,C00922427,,CHUONG VO FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,Name is a candidate committee ('FOR CONGRESS').,gpt-4.1
,C00922567,,WYDEN FUND FOR A SENATE MAJORITY 2026,Party Committees,Party Cmte,,llm_inferred,high,"Name references 'SENATE MAJORITY', indicating a party committee.",gpt-4.1
,C00922583,,COPPER STATE VALUES,Misc Issues,Ideology/Single-Issue,,llm_inferred,low,Name is generic and does not indicate an industry or company.,gpt-4.1
,C00922591,,EARLE FORD FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,Name is a candidate committee ('FOR CONGRESS').,gpt-4.1
,C00922617,,BOTTCHER 2026,Candidate Committees,Candidate,,llm_inferred,high,Name is a candidate committee ('2026' implies election cycle).,gpt-4.1
,C00922633,,THE COMMITTEE TO ELECT JUSTIN J. PEARSON,Candidate Committees,Candidate,,llm_inferred,high,Name is a candidate committee ('TO ELECT').,gpt-4.1
,C00922666,,SANDRA VAN SCOTTER FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,Name is a candidate committee ('FOR CONGRESS').,gpt-4.1
,C00922682,,ROJAS4TEXAS,Candidate Committees,Candidate,,llm_inferred,high,Name is a candidate committee ('4TEXAS' implies candidate).,gpt-4.1
,C00922799,,JOHNNY GARCIA FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,Name is a candidate committee ('FOR CONGRESS').,gpt-4.1
,C00922856,,VAST INC. PAC,Misc Business,Misc Business,,llm_inferred,low,'VAST INC.' is a generic business name with no clear industry; insufficient evidence for industry newsletter.,gpt-4.1
,C00922914,,MEMBERS FOR COMMON GROUND,Misc Issues,Ideology/Single-Issue,,llm_inferred,low,Name is generic and does not indicate an industry or company.,gpt-4.1
,C00922922,,WESTON MARTINEZ FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,Name is a candidate committee ('FOR CONGRESS').,gpt-4.1
,C00922955,,NORTHWOODS FUTURE PAC,Misc Issues,Ideology/Single-Issue,,llm_inferred,low,Name is generic and does not indicate an industry or company.,gpt-4.1
,C00923060,,NICK VIVIO FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,Name is a candidate committee ('FOR CONGRESS').,gpt-4.1
,C00923110,,GREG PLUCINSKI FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,Name is a candidate committee ('FOR CONGRESS').,gpt-4.1
,C00923144,,MILLS FOR MAINE,Candidate Committees,Candidate,,llm_inferred,high,Name is a candidate committee ('FOR MAINE' implies candidate).,gpt-4.1
,C00923151,,FORWARD NEW YORK,Misc Issues,Ideology/Single-Issue,,llm_inferred,low,Name is generic and does not indicate an industry or company.,gpt-4.1
,C00923177,,MAINE SENATE VICTORY 2026,Party Committees,Party Cmte,,llm_inferred,high,"Name references 'SENATE VICTORY', indicating a party committee.",gpt-4.1
,C00923193,,DR. RICHARD PAN FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,Name is a candidate committee ('FOR CONGRESS').,gpt-4.1
,C00923227,,SCOTT MACLEOD FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,Name is a candidate committee ('FOR CONGRESS').,gpt-4.1
,C00923235,,MAKING AMERICA CONSERVATIVE AND SECURE (MACS PAC),Misc Issues,Ideology/Single-Issue,,llm_inferred,low,Name is generic and does not indicate an industry or company.,gpt-4.1
,C00923250,,WE THE PEOPLE FOR LAURA DUNN,Candidate Committees,Candidate,,llm_inferred,high,Name is a candidate committee ('FOR LAURA DUNN').,gpt-4.1
,C00923268,,ALABAMA FOREVER,Misc Issues,Ideology/Single-Issue,,llm_inferred,low,Name is generic and does not indicate an industry or company.,gpt-4.1
,C00923276,,SCOTT MACLEOD VICTORY COMMITTEE,Joint Candidate Cmte,Joint Candidate Cmtes,,llm_inferred,high,The name 'VICTORY COMMITTEE' indicates a joint fundraising committee for a candidate.,gpt-4.1
,C00923300,,JOSH SAUTTER FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,The name 'FOR CONGRESS' indicates a candidate committee.,gpt-4.1
,C00923326,,JUSTIN WAGNER FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,The name 'FOR CONGRESS' indicates a candidate committee.,gpt-4.1
,C00923342,,HECTOR MUJICA FOR FLORIDA,Candidate Committees,Candidate,,llm_inferred,high,The name 'FOR FLORIDA' indicates a candidate committee.,gpt-4.1
,C00923367,,ANTHONY DILORENZO FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,The name 'FOR CONGRESS' indicates a candidate committee.,gpt-4.1
,C00923383,,CHARLIE HATCHER FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,The name 'FOR CONGRESS' indicates a candidate committee.,gpt-4.1
,C00923417,,THINK BIG,Misc Issues,Ideology/Single-Issue,,llm_inferred,low,The name 'THINK BIG' is generic and does not indicate an industry or candidate.,gpt-4.1
,C00923482,,OROZCO FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,The name 'FOR CONGRESS' indicates a candidate committee.,gpt-4.1
,C00923516,,THANK YOU FOR YOUR ATTENTION TO THIS MATTER PAC,Misc Issues,Ideology/Single-Issue,,llm_inferred,low,The name is generic and does not indicate an industry or candidate.,gpt-4.1
,C00923573,,CHRIS HARDEN FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,The name 'FOR CONGRESS' indicates a candidate committee.,gpt-4.1
,C00923631,,JULIE EMERSON FOR LOUISIANA,Candidate Committees,Candidate,,llm_inferred,high,The name 'FOR LOUISIANA' indicates a candidate committee.,gpt-4.1
,C00923706,,ALEX BORES FOR NY,Candidate Committees,Candidate,,llm_inferred,high,The name 'FOR NY' indicates a candidate committee.,gpt-4.1
,C00923714,,MATT SCHULTZ FOR ALASKA,Candidate Committees,Candidate,,llm_inferred,high,The name 'FOR ALASKA' indicates a candidate committee.,gpt-4.1
,C00923730,,TRUMP-GRAHAM MAJORITY FUND,Joint Candidate Cmte,Joint Candidate Cmtes,,llm_inferred,high,The name 'MAJORITY FUND' with candidate names indicates a joint fundraising committee.,gpt-4.1
,C00923805,,JAMIE BELSITO FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,The name 'FOR CONGRESS' indicates a candidate committee.,gpt-4.1
,C00923813,,FAMILIES FOR AN AFFORDABLE SAN FRANCISCO,Misc Issues,Ideology/Single-Issue,,llm_inferred,low,"The name suggests a single-issue or local advocacy group, not an industry.",gpt-4.1
,C00923821,,MORGAN MURPHY VICTORY FUND,Joint Candidate Cmte,Joint Candidate Cmtes,,llm_inferred,high,The name 'VICTORY FUND' with a candidate name indicates a joint fundraising committee.,gpt-4.1
,C00923839,,GINA SWOBODA FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,The name 'FOR CONGRESS' indicates a candidate committee.,gpt-4.1
,C00923912,,JOHN BECCIA FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,The name 'FOR CONGRESS' indicates a candidate committee.,gpt-4.1
,C00923920,,MATT FOR COLORADO,Candidate Committees,Candidate,,llm_inferred,high,The name 'FOR COLORADO' indicates a candidate committee.,gpt-4.1
,C00923938,,GRASSROOTS ORGANIZING FOR BETTER ELECTION RESULTS PAC,Misc Issues,Ideology/Single-Issue,,llm_inferred,low,"The name suggests a PAC focused on election reform, not an industry.",gpt-4.1
,C00923946,,NILA FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,The name 'FOR CONGRESS' indicates a candidate committee.,gpt-4.1
,C00923987,,DEMOCRATIC VETERANS VICTORY FUND,Party Committees,Party Cmte,,llm_inferred,high,The name 'DEMOCRATIC VETERANS VICTORY FUND' indicates a party-affiliated committee.,gpt-4.1
,C00923995,,GALLREIN FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,The name 'FOR CONGRESS' indicates a candidate committee.,gpt-4.1
,C00924084,,MARK LAMB FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,The name 'FOR CONGRESS' indicates a candidate committee.,gpt-4.1
,C00924092,,SUNUNU SENATOR,Candidate Committees,Candidate,,llm_inferred,high,The name 'SUNUNU SENATOR' indicates a candidate committee.,gpt-4.1
,C00924100,,BARB REGNITZ FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,The name 'BARB REGNITZ FOR CONGRESS' indicates a candidate committee.,gpt-4.1
,C00924175,,TEAM SUNUNU,Candidate Committees,Candidate,,llm_inferred,high,The name 'TEAM SUNUNU' is a candidate committee or related entity.,gpt-4.1
,C00924241,,TRAM FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,The name 'TRAM FOR CONGRESS' indicates a candidate committee.,gpt-4.1
,C00924258,,MATT RAINS FOR MONTANA,Candidate Committees,Candidate,,llm_inferred,high,The name 'MATT RAINS FOR MONTANA' indicates a candidate committee.,gpt-4.1
,C00924340,,LOUISIANA FREEDOM CAUCUS PAC,Republican/Conservative,Ideology/Single-Issue,,llm_inferred,medium,"'LOUISIANA FREEDOM CAUCUS PAC' is an ideological group, not industry-based.",gpt-4.1
,C00924357,,TEAM HINSON,Candidate Committees,Candidate,,llm_inferred,high,The name 'TEAM HINSON' is a candidate committee or related entity.,gpt-4.1
,C00924399,,VETS RISING15,Misc Issues,Ideology/Single-Issue,,llm_inferred,medium,"'VETS RISING15' suggests a veterans or issue advocacy group, not industry-based.",gpt-4.1
,C00924407,,COONS PAPPAS VICTORY FUND,Joint Candidate Cmte,Joint Candidate Cmtes,,llm_inferred,high,'COONS PAPPAS VICTORY FUND' is a joint fundraising committee for candidates.,gpt-4.1
,C00924431,,MADDOX FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,The name 'MADDOX FOR CONGRESS' indicates a candidate committee.,gpt-4.1
,C00924456,,JUSTIN KIRK FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,The name 'JUSTIN KIRK FOR CONGRESS' indicates a candidate committee.,gpt-4.1
,C00924498,,VOTE4MERRILL,Candidate Committees,Candidate,,llm_inferred,high,The name 'VOTE4MERRILL' is a candidate committee.,gpt-4.1
,C00924563,,BRICK BY BRICK,Misc Issues,Ideology/Single-Issue,,llm_inferred,low,'BRICK BY BRICK' is too generic to assign an industry; likely issue-based.,gpt-4.1
,C00924621,,JAMES RUSSELL FOR ARKANSAS,Candidate Committees,Candidate,,llm_inferred,high,The name 'JAMES RUSSELL FOR ARKANSAS' indicates a candidate committee.,gpt-4.1
,C00924696,,BATTLE-PROVEN LEADERSHIP PAC,Misc Issues,Ideology/Single-Issue,,llm_inferred,medium,'BATTLE-PROVEN LEADERSHIP PAC' is likely a leadership PAC or ideological group.,gpt-4.1
,C00924712,,FRIENDS OF RICK JAKIOUS,Candidate Committees,Candidate,,llm_inferred,high,The name 'FRIENDS OF RICK JAKIOUS' is a candidate committee.,gpt-4.1
,C00924746,,ROBCOOPERFORCONGRESS,Candidate Committees,Candidate,,llm_inferred,high,The name 'ROBCOOPERFORCONGRESS' is a candidate committee.,gpt-4.1
,C00924753,,LIVE FREE OR DIE PAC,Republican/Conservative,Ideology/Single-Issue,,llm_inferred,medium,"'LIVE FREE OR DIE PAC' is an ideological group, not industry-based.",gpt-4.1
,C00924761,,THE COMMITTEE TO ELECT JENNIFER-RUTH GREEN,Candidate Committees,Candidate,,llm_inferred,high,The name 'THE COMMITTEE TO ELECT JENNIFER-RUTH GREEN' is a candidate committee.,gpt-4.1
,C00924779,,VICIAN FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,The name 'VICIAN FOR CONGRESS' is a candidate committee.,gpt-4.1
,C00924795,,THE JENNIFER-RUTH GREEN VICTORY FUND,Joint Candidate Cmte,Joint Candidate Cmtes,,llm_inferred,high,'THE JENNIFER-RUTH GREEN VICTORY FUND' is a joint fundraising committee.,gpt-4.1
,C00924803,,ALLIANCE AGAINST ANTISEMITISM PAC,Human Rights,Ideology/Single-Issue,,llm_inferred,medium,"'ALLIANCE AGAINST ANTISEMITISM PAC' is an issue advocacy group, not industry-based.",gpt-4.1
,C00924811,,BELIEVE IN BLAND,Candidate Committees,Candidate,,llm_inferred,high,The name 'BELIEVE IN BLAND' is a candidate committee.,gpt-4.1
,C00924878,,BEHN VICTORY FUND,Joint Candidate Cmte,Joint Candidate Cmtes,,llm_inferred,high,'BEHN VICTORY FUND' is a joint fundraising committee.,gpt-4.1
,C00924886,,CAMERON KASKY FOR NEW YORK,Candidate Committees,Candidate,,llm_inferred,high,The name 'CAMERON KASKY FOR NEW YORK' is a candidate committee.,gpt-4.1
,C00924894,,"BLUE OHIO PAC, INC",Party Committees,Party Cmte,,llm_inferred,high,"Name contains 'BLUE OHIO PAC', indicating a party or ideological committee, not an industry group.",gpt-4.1
,C00924902,,ALFONSO FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"Name is 'ALFONSO FOR CONGRESS', indicating a candidate committee.",gpt-4.1
,C00924951,,ALAMO FREEDOM FIGHTERS PAC,Misc Issues,Ideology/Single-Issue,,llm_inferred,low,Name 'ALAMO FREEDOM FIGHTERS PAC' is ideological and does not indicate a specific industry.,gpt-4.1
,C00924969,,SARE FOR PRESIDENT,Candidate Committees,Candidate,,llm_inferred,high,"Name is 'SARE FOR PRESIDENT', indicating a candidate committee.",gpt-4.1
,C00924993,,WINNING EDGE FUND,Misc Issues,Other,,llm_inferred,low,Name 'WINNING EDGE FUND' is generic and does not indicate an industry.,gpt-4.1
,C00925024,,JOHN STRAND FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"Name is 'JOHN STRAND FOR CONGRESS', indicating a candidate committee.",gpt-4.1
,C00925032,,"BLUE WATER AUTONOMY, INC. PAC",Internet,Communic/Electronics,ICT & Cybersecurity,llm_inferred,medium,"Name 'BLUE WATER AUTONOMY, INC. PAC' suggests a company in autonomy/technology, likely ICT or cybersecurity.",gpt-4.1
,C00925305,,JUST ELECT SUPERSTARS PAC,Misc Issues,Other,,llm_inferred,low,Name 'JUST ELECT SUPERSTARS PAC' is generic and does not indicate an industry.,gpt-4.1
,C00925362,,FAITH AND FAMILY FIRST FUND,Misc Issues,Ideology/Single-Issue,,llm_inferred,medium,"Name 'FAITH AND FAMILY FIRST FUND' suggests a social issues/ideological group, not an industry.",gpt-4.1
,C00925388,,MALINOWSKI FOR NEW JERSEY,Candidate Committees,Candidate,,llm_inferred,high,"Name is 'MALINOWSKI FOR NEW JERSEY', indicating a candidate committee.",gpt-4.1
,C00925420,,"TURBINEONE, INC. PAC (T1PAC)",Defense Electronics,Defense,Defense,llm_inferred,high,"Name 'TURBINEONE, INC. PAC' identifies a company (TurbineOne) in defense electronics.",gpt-4.1
,C00925461,,IA VICTORY FUND,Party Committees,Party Cmte,,llm_inferred,medium,"Name 'IA VICTORY FUND' suggests a party or state committee, not an industry group.",gpt-4.1
,C00925495,,PATTY GARCIA FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"Name is 'PATTY GARCIA FOR CONGRESS', indicating a candidate committee.",gpt-4.1
,C00925537,,JESSICA STEINMANN VICTORY FUND,Joint Candidate Cmte,Joint Candidate Cmtes,,llm_inferred,medium,Name 'JESSICA STEINMANN VICTORY FUND' suggests a joint fundraising or candidate committee.,gpt-4.1
,C00925560,,WIN FOR PENNSYLVANIA,Party Committees,Party Cmte,,llm_inferred,medium,"Name 'WIN FOR PENNSYLVANIA' suggests a party or state committee, not an industry group.",gpt-4.1
,C00925578,,DALE ROMANS FOR KENTUCKY,Candidate Committees,Candidate,,llm_inferred,high,"Name is 'DALE ROMANS FOR KENTUCKY', indicating a candidate committee.",gpt-4.1
,C00925669,,PEACE-NICHOLS 4 ALL FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"Name is 'PEACE-NICHOLS 4 ALL FOR CONGRESS', indicating a candidate committee.",gpt-4.1
,C00925701,,MICHAEL BLAKE FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"Name is 'MICHAEL BLAKE FOR CONGRESS', indicating a candidate committee.",gpt-4.1
,C00925735,,"LEAGUE OF CONSERVATION VOTERS, INC.",Environment,Ideology/Single-Issue,,llm_inferred,high,"Name 'LEAGUE OF CONSERVATION VOTERS, INC.' is a well-known environmental advocacy group, not an industry.",gpt-4.1
,C00925743,,FRIENDS OF MICHAEL BOUCHARD INC,Candidate Committees,Candidate,,llm_inferred,high,"Name is 'FRIENDS OF MICHAEL BOUCHARD INC', indicating a candidate committee.",gpt-4.1
,C00925750,,BACKEMEYER FOR NEBRASKA,Candidate Committees,Candidate,,llm_inferred,high,"Name is 'BACKEMEYER FOR NEBRASKA', indicating a candidate committee.",gpt-4.1
,C00925776,,GILL FOR NEW JERSEY,Candidate Committees,Candidate,,llm_inferred,high,"Name is 'GILL FOR NEW JERSEY', indicating a candidate committee.",gpt-4.1
,C00926030,,DR. MONICA SANCHEZ FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"Name is 'DR. MONICA SANCHEZ FOR CONGRESS', indicating a candidate committee.",gpt-4.1
,C00926121,,KATY PADILLA STOUT FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"Name is 'KATY PADILLA STOUT FOR CONGRESS', indicating a candidate committee.",gpt-4.1
,C00926139,,JOHN DEATON FOR SENATE,Candidate Committees,Candidate,,llm_inferred,high,"Name is 'JOHN DEATON FOR SENATE', indicating a candidate committee.",gpt-4.1
,C00926188,,MARC IANNARINO FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"The committee name is 'MARC IANNARINO FOR CONGRESS', indicating a candidate committee.",gpt-4.1
,C00926204,,AMERICAN FUTURE,Misc Issues,Ideology/Single-Issue,,llm_inferred,low,The name 'AMERICAN FUTURE' is generic and does not identify any industry or company.,gpt-4.1
,C00926238,,COAL FAITH FREEDOM COALITION,Mining,Energy/Nat Resource,Mining,llm_inferred,high,"The name 'COAL FAITH FREEDOM COALITION' explicitly references 'Coal', a specific industry.",gpt-4.1
,C00926287,,JACK FOR NEW YORK,Candidate Committees,Candidate,,llm_inferred,high,The committee name 'JACK FOR NEW YORK' indicates a candidate committee.,gpt-4.1
,C00926303,,ELAINE LURIA FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,The committee name 'ELAINE LURIA FOR CONGRESS' indicates a candidate committee.,gpt-4.1
,C00926311,,KATHLEEN RIEBE FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,The committee name 'KATHLEEN RIEBE FOR CONGRESS' indicates a candidate committee.,gpt-4.1
,C00926329,,GREEN ON TOP PAC,Environment,Ideology/Single-Issue,,llm_inferred,medium,The name 'GREEN ON TOP PAC' suggests environmental issues but does not identify a specific industry or company.,gpt-4.1
,C00926345,,CONSERVATIVE TOM SELL FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,The committee name 'CONSERVATIVE TOM SELL FOR CONGRESS' indicates a candidate committee.,gpt-4.1
,C00926352,,BRAD COHEN FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,The committee name 'BRAD COHEN FOR CONGRESS' indicates a candidate committee.,gpt-4.1
,C00926360,,DAVE BUSHAW FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,The committee name 'DAVE BUSHAW FOR CONGRESS' indicates a candidate committee.,gpt-4.1
,C00926410,,SHONIQUE WILLIAMS FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,The committee name 'SHONIQUE WILLIAMS FOR CONGRESS' indicates a candidate committee.,gpt-4.1
,C00926428,,JFW CHALLENGERS,Unknown,Unknown,,llm_inferred,low,The name 'JFW CHALLENGERS' is opaque and does not identify any industry or candidate.,gpt-4.1
,C00926519,,MIKE MCGUIRE FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,The committee name 'MIKE MCGUIRE FOR CONGRESS' indicates a candidate committee.,gpt-4.1
,C00926535,,CRYSTAL FOR US CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,The committee name 'CRYSTAL FOR US CONGRESS' indicates a candidate committee.,gpt-4.1
,C00926568,,JEB LITTLE FOR SENATE,Candidate Committees,Candidate,,llm_inferred,high,The committee name 'JEB LITTLE FOR SENATE' indicates a candidate committee.,gpt-4.1
,C00926576,,KEELER FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,The committee name 'KEELER FOR CONGRESS' indicates a candidate committee.,gpt-4.1
,C00926642,,DE LA TORRE FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,The committee name 'DE LA TORRE FOR CONGRESS' indicates a candidate committee.,gpt-4.1
,C00926790,,NORTH CAROLINA AND MICHIGAN SENATE FUND,Joint Candidate Cmte,Joint Candidate Cmtes,,llm_inferred,high,The name 'NORTH CAROLINA AND MICHIGAN SENATE FUND' indicates a joint candidate committee.,gpt-4.1
,C00926840,,CODIGA FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,The committee name 'CODIGA FOR CONGRESS' indicates a candidate committee.,gpt-4.1
,C00926865,,TARIK FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,The committee name 'TARIK FOR CONGRESS' indicates a candidate committee.,gpt-4.1
,C00926949,,DALTON FOR FLORIDA,Candidate Committees,Candidate,,llm_inferred,high,The committee name 'DALTON FOR FLORIDA' indicates a candidate committee.,gpt-4.1
,C00926964,,ZACH BEECHER FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,The committee name 'ZACH BEECHER FOR CONGRESS' indicates a candidate committee.,gpt-4.1
,C00926972,,LBT FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,The committee name 'LBT FOR CONGRESS' indicates a candidate committee.,gpt-4.1
,C00927004,,JENNY FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,The committee name 'JENNY FOR CONGRESS' indicates a candidate committee.,gpt-4.1
,C00927053,,SUOZZI VICTORY FUND 2026,Joint Candidate Cmte,Joint Candidate Cmtes,,llm_inferred,high,The name 'SUOZZI VICTORY FUND 2026' indicates a joint candidate committee.,gpt-4.1
,C00927087,,YASSAMIN ANSARI VICTORY FUND,Joint Candidate Cmte,Joint Candidate Cmtes,,llm_inferred,high,The name 'Victory Fund' indicates a joint fundraising committee for a candidate.,gpt-4.1
,C00927111,,SHANEL FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,The name 'FOR CONGRESS' identifies this as a candidate committee.,gpt-4.1
,C00927129,,BETH MACY FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,The name 'FOR CONGRESS' identifies this as a candidate committee.,gpt-4.1
,C00927145,,THIEN HO FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,The name 'FOR CONGRESS' identifies this as a candidate committee.,gpt-4.1
,C00927178,,WILLIAMS FOR SENATE,Candidate Committees,Candidate,,llm_inferred,high,The name 'FOR SENATE' identifies this as a candidate committee.,gpt-4.1
,C00927186,,AMERICAN CONSERVATIVE FUND,Misc Issues,Ideology/Single-Issue,,llm_inferred,medium,"The name 'AMERICAN CONSERVATIVE FUND' suggests an ideological PAC, not an industry group.",gpt-4.1
,C00927202,,GRIFFITH VICTORY FUND,Joint Candidate Cmte,Joint Candidate Cmtes,,llm_inferred,high,The name 'Victory Fund' indicates a joint fundraising committee for a candidate.,gpt-4.1
,C00927269,,GOOD NEWS PAC,Misc Issues,Ideology/Single-Issue,,llm_inferred,low,'GOOD NEWS PAC' is generic and does not indicate an industry.,gpt-4.1
,C00927301,,OUR FUTURE UNITED PAC,Misc Issues,Ideology/Single-Issue,,llm_inferred,low,'OUR FUTURE UNITED PAC' is generic and does not indicate an industry.,gpt-4.1
,C00927426,,CFF,Unknown,Unknown,,llm_inferred,low,The acronym 'CFF' is opaque and does not identify an industry or sector.,gpt-4.1
,C00927533,,BUCCO FOR SENATE,Candidate Committees,Candidate,,llm_inferred,high,The name 'FOR SENATE' identifies this as a candidate committee.,gpt-4.1
,C00927541,,DARIALIZA FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,The name 'FOR CONGRESS' identifies this as a candidate committee.,gpt-4.1
,C00927558,,CONNIE CHAN FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,The name 'FOR CONGRESS' identifies this as a candidate committee.,gpt-4.1
,C00927608,,TYLER DYKES FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,The name 'FOR CONGRESS' identifies this as a candidate committee.,gpt-4.1
,C00927616,,ROBERT SMULLEN FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,The name 'FOR CONGRESS' identifies this as a candidate committee.,gpt-4.1
,C00927665,,BEARDSLEY FOR SENATE,Candidate Committees,Candidate,,llm_inferred,high,The name 'FOR SENATE' identifies this as a candidate committee.,gpt-4.1
,C00927681,,ANALILIA MEJIA FOR NEW JERSEY,Candidate Committees,Candidate,,llm_inferred,high,The name 'FOR NEW JERSEY' suggests a candidate committee.,gpt-4.1
,C00927699,,KATE SILLS FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,The name 'FOR CONGRESS' identifies this as a candidate committee.,gpt-4.1
,C00927723,,"PARSI, AHSAN",Candidate Committees,Candidate,,llm_inferred,high,"The name is a personal name, indicating a candidate committee.",gpt-4.1
,C00927731,,NEW YORKERS FOR COMMON SENSE 2026,Misc Issues,Ideology/Single-Issue,,llm_inferred,low,'NEW YORKERS FOR COMMON SENSE 2026' is generic and does not indicate an industry.,gpt-4.1
,C00927764,,NORMAL PAC,Misc Issues,Ideology/Single-Issue,,llm_inferred,low,'NORMAL PAC' is generic and does not indicate an industry.,gpt-4.1
,C00927772,,FIGHTING BACK ACTION FUND,Misc Issues,Ideology/Single-Issue,,llm_inferred,low,'FIGHTING BACK ACTION FUND' is generic and does not indicate an industry.,gpt-4.1
,C00927780,,JL FOR NJ 2026,Candidate Committees,Candidate,,llm_inferred,high,The name 'JL FOR NJ 2026' suggests a candidate committee.,gpt-4.1
,C00927798,,PATRIOT PROTECTION COUNCIL,Misc Issues,Ideology/Single-Issue,,llm_inferred,low,'PATRIOT PROTECTION COUNCIL' is generic and does not indicate an industry.,gpt-4.1
,C00927871,,DEFENSE OF FREEDOM,Misc Issues,Ideology/Single-Issue,,llm_inferred,low,'DEFENSE OF FREEDOM' is generic and does not indicate an industry.,gpt-4.1
,C00927889,,CATALINA LAUF VICTORY FUND,Joint Candidate Cmte,Joint Candidate Cmtes,,llm_inferred,high,'Victory Fund' indicates a joint fundraising committee for a candidate.,gpt-4.1
,C00927939,,CRAWFORD VICTORY COMMITTEE,Joint Candidate Cmte,Joint Candidate Cmtes,,llm_inferred,high,'Victory Committee' indicates a joint fundraising committee for a candidate.,gpt-4.1
,C00928002,,NATE BLOUIN FOR UTAH,Candidate Committees,Candidate,,llm_inferred,high,"Name is 'FOR UTAH', indicating a candidate committee.",gpt-4.1
,C00928028,,AMERICAN PATRIOTS,Misc Issues,Ideology/Single-Issue,,llm_inferred,low,'AMERICAN PATRIOTS' is a generic/ideological name with no industry connection.,gpt-4.1
,C00928150,,COMMONWEALTH ACTION PAC,Misc Issues,Ideology/Single-Issue,,llm_inferred,low,'COMMONWEALTH ACTION PAC' is a generic/ideological name with no industry connection.,gpt-4.1
,C00928168,,EMB NOMINEE FUND ME-02,Joint Candidate Cmte,Joint Candidate Cmtes,,llm_inferred,high,'NOMINEE FUND' with a district indicates a joint fundraising committee for a candidate.,gpt-4.1
,C00928176,,EMB NOMINEE FUND NY-03,Joint Candidate Cmte,Joint Candidate Cmtes,,llm_inferred,high,'NOMINEE FUND' with a district indicates a joint fundraising committee for a candidate.,gpt-4.1
